Index@CheckId@Status@Category@DesignCategory@Severity@FileId@Module@ArgList@ClusterInfo@OldRtlId
c20debc8@0@uninspected@Simulation@Simulation@Info@0@"shift_reg"@"0:shift_reg#1:D:/Github/DigitalDesign_Diploma/Assignments/Ass3/Base/shift_reg.v#rtl_id:23825dde_00200"@"0"@"23825dde_00100:"
1cd53370@1@uninspected@Simulation@Simulation@Info@0,0@"shift_reg"@"0:q#1:shift_reg#2:D:/Github/DigitalDesign_Diploma/Assignments/Ass3/Base/shift_reg.v#4:D:/Github/DigitalDesign_Diploma/Assignments/Ass3/Base/shift_reg.v#"@"0"@""
c9de50b@2@uninspected@Clock@Implementation@Info@0@"shift_reg"@"0:aclr#1:shift_reg#2:D:/Github/DigitalDesign_Diploma/Assignments/Ass3/Base/shift_reg.v#"@"0"@""
47a6a67e@2@uninspected@Clock@Implementation@Info@0@"shift_reg"@"0:aset#1:shift_reg#2:D:/Github/DigitalDesign_Diploma/Assignments/Ass3/Base/shift_reg.v#"@"0"@""
94d091d6@3@uninspected@Rtl Design Style@Rtl Design Style@Info@0@"shift_reg"@"0:shift_reg#1:D:/Github/DigitalDesign_Diploma/Assignments/Ass3/Base/shift_reg.v#"@"0"@""

