Index@CheckId@Status@Category@DesignCategory@Severity@FileId@Module@ArgList@ClusterInfo@OldRtlId
bf963b87@0@uninspected@Rtl Design Style@Rtl Design Style@Info@0@"alsu_seq"@"0:10#1:5#2:alsu_seq#3:D:/Github/DigitalDesign_Diploma/Assignments/Ass4/ALSU.v#"@"0"@""
ceaa948c@1@uninspected@Rtl Design Style@Rtl Design Style@Warning@0@"alsu_seq"@"0:out#1:alsu_seq#2:D:/Github/DigitalDesign_Diploma/Assignments/Ass4/ALSU.v#3:2#"@"0"@""
a04ce7b8@2@uninspected@Clock@Implementation@Info@0@"alsu_seq"@"0:rst#1:alsu_seq#2:D:/Github/DigitalDesign_Diploma/Assignments/Ass4/ALSU.v#"@"2"@""
a04ce7b8_1@2@uninspected@Clock@Implementation@Info@0@"alsu_seq"@"0:rst#1:alsu_seq#2:D:/Github/DigitalDesign_Diploma/Assignments/Ass4/ALSU.v#"@"-1"@""
a04ce7b8_2@2@uninspected@Clock@Implementation@Info@0@"alsu_seq"@"0:rst#1:alsu_seq#2:D:/Github/DigitalDesign_Diploma/Assignments/Ass4/ALSU.v#"@"-1"@""

